tex,image_path
\int \ln ( x^2 - (-7)^2 ) {dx},images/img_0000951.png
\int \sqrt{\frac{x}{3+x}} dx,images/img_0000952.png
\int x \ln (ax + 6) dx,images/img_0000953.png
\int \frac{1}{-4x^2+1x+e} dx,images/img_0000954.png
\int \cos^2 -8x dx,images/img_0000955.png
\int \ln (2x -3) dx,images/img_0000956.png
\int \cos 1x \sin 9x dx,images/img_0000957.png
\int x \sqrt{6x + 2} dx,images/img_0000958.png
\int \cos 2x \sinh -2x dx,images/img_0000959.png
\int \frac{x}{\sqrt{x+ 1} } dx,images/img_0000960.png
\int \sin -2x \cosh 9x dx,images/img_0000961.png
\int \frac{x^3}{(-1)^2+x^2} dx,images/img_0000962.png
\int (x-7)^5 dx,images/img_0000963.png
\int x^2 \sin -4x dx,images/img_0000964.png
\int \sin^2 -1x \cos 9x dx,images/img_0000965.png
\int e^{7x} \sinh 4x dx,images/img_0000966.png
\int x^2 \cos -3x dx,images/img_0000967.png
\int x^n e^{1x} dx,images/img_0000968.png
\int \ln ( x^2 - 4^2 ) {dx},images/img_0000969.png
\int x^2 e^{9x} dx,images/img_0000970.png
\int \sec^e x \tan x dx,images/img_0000971.png
\int \sin -6x \sinh -2x dx,images/img_0000972.png
\int \frac{x}{1x^2-7x+\pi } dx,images/img_0000973.png
\int e^{-2x} \sinh -7x dx,images/img_0000974.png
\int x \sqrt{-9x -3} dx,images/img_0000975.png
\int e^{-3x} \sinh ex dx,images/img_0000976.png
\int \sin^2 6x dx,images/img_0000977.png
\int \sqrt{\frac{x}{4-x}} dx,images/img_0000978.png
\int \sec^4 x \tan x dx,images/img_0000979.png
\int\sqrt{x^2 + (-8)^2} dx,images/img_0000980.png
\int \sin^2 9x \cos^2 -6x dx,images/img_0000981.png
\int \sin^n 3x dx,images/img_0000982.png
\int x \ln (\pi x -7) dx,images/img_0000983.png
\int \frac{\ln -9x}{x} dx,images/img_0000984.png
\int \sqrt{x^3(\pi x-1)} dx,images/img_0000985.png
\int x \cos -5x dx,images/img_0000986.png
\int e^{-2x^2} dx,images/img_0000987.png
\int \sin^2 \cdot ex \cos -7x dx,images/img_0000988.png
\int e^{9x} \sinh \pi x dx,images/img_0000989.png
\int e^{ex} \sin 6x dx,images/img_0000990.png
\int \frac{x}{\sqrt{2x^2-6x-5}} dx,images/img_0000991.png
\int x \ln (4x -8) dx,images/img_0000992.png
\int\frac{dx}{(2^2+x^2)^{3/2}},images/img_0000993.png
\int x \sqrt{7x -3} dx,images/img_0000994.png
\int \frac{1}{(x+6)(x-5)} dx,images/img_0000995.png
\int e^{1x} \tanh 7x dx,images/img_0000996.png
\int \frac{1}{2x^2+3x+8} dx,images/img_0000997.png
\int (x-4)^n dx,images/img_0000998.png
\int e^{\pi x} \sin 4x dx,images/img_0000999.png
\int \ln ( x^2 - 9^2 ) {dx},images/img_0001000.png
\int \cos 6x \sinh -2x dx,images/img_0001001.png
\int x^n e^{-3x} dx,images/img_0001002.png
\int \sin -2x \sinh -8x dx,images/img_0001003.png
\int \frac{x}{\sqrt{-2x^2+3x-4}} dx,images/img_0001004.png
\int \tan^2 -8x dx,images/img_0001005.png
\int x^6 \cos -5x dx,images/img_0001006.png
\int \ln \left ( -6x^2 -7x -2\right) dx,images/img_0001007.png
\int x \ln \left ( (-5)^2 - (-1)^2 x^2 \right ) dx,images/img_0001008.png
\int \frac{1}{4x^2+9x+8} dx,images/img_0001009.png
\int \sin 5x \sinh -1x dx,images/img_0001010.png
\int \csc^2 -5x dx,images/img_0001011.png
\int \sin^2 -8x \cos -2x dx,images/img_0001012.png
\int \sqrt{-3 x^2 + 2 x -8} dx,images/img_0001013.png
\int \cos -2x \cosh \pi x dx,images/img_0001014.png
\int e^{ex} \tanh -8x dx,images/img_0001015.png
\int \frac{x^2}{\sqrt{x^2 + 9^2}} dx,images/img_0001016.png
\int \sin -7x \cosh 7x dx,images/img_0001017.png
\int e^{8x} \cosh 4x dx,images/img_0001018.png
\int \frac{x}{-2x^2+bx+e} dx,images/img_0001019.png
\int x \sqrt{\pi x^2 + 2x -5} dx,images/img_0001020.png
\int x^2 \sin x dx,images/img_0001021.png
\int \sinh 8x dx,images/img_0001022.png
\int \frac{1}{ex-6} dx,images/img_0001023.png
\int \sinh -1x \cosh -1x dx,images/img_0001024.png
\int x^2 e^{-ex^2} {dx},images/img_0001025.png
\int \frac{x}{8x^2-8x+\pi } dx,images/img_0001026.png
\int \sqrt{x^3(-9x+e)} dx,images/img_0001027.png
\int \frac{1}{\sqrt{\pi -x}} dx,images/img_0001028.png
\int \sqrt{5x+7} dx,images/img_0001029.png
\int x\sqrt{x+5} dx,images/img_0001030.png
\int \sin^2 4x dx,images/img_0001031.png
\int \sinh -8x \cosh -8x dx,images/img_0001032.png
\int \frac{1}{\sqrt{a^2 - x^2}} dx,images/img_0001033.png
\int \csc^2 9x dx,images/img_0001034.png
\int \frac{\ln ex}{x} dx,images/img_0001035.png
\int \sqrt{x} e^{9x} dx,images/img_0001036.png
\int \frac{x}{1x^2-6x+7} dx,images/img_0001037.png
\int x \ln \left ( (-3)^2 - 5^2 x^2 \right ) dx,images/img_0001038.png
\int (1x-5)^{3/2} dx,images/img_0001039.png
\int (2x-6)^{3/2} dx,images/img_0001040.png
\int (x+4)^8 dx,images/img_0001041.png
\int \frac{1}{-3x-6} dx,images/img_0001042.png
\int e^{6x} \sin -7x dx,images/img_0001043.png
\int \sec^5 x \tan x dx,images/img_0001044.png
\int \tan^2 9x dx,images/img_0001045.png
\int \sqrt{x(2x+5)} dx,images/img_0001046.png
\int \sqrt{x} e^{-5x} dx,images/img_0001047.png
\int \sqrt{e x^2 + b x -2} dx,images/img_0001048.png
\int \tanh \pi x dx,images/img_0001049.png
\int \cos ex \cosh \pi x dx,images/img_0001050.png
\int \csc^2 6x dx,images/img_0001051.png
\int \sin -6x \sinh 8x dx,images/img_0001052.png
\int \frac{x}{\sqrt{ex^2+1x+6}} dx,images/img_0001053.png
\int \sin^2 \pi x \cos -9x dx,images/img_0001054.png
\int \tan^3 -1x dx,images/img_0001055.png
\int \ln \left ( -3x^2 + 8x + \pi \right) dx,images/img_0001056.png
\int \sqrt{\frac{x}{-9+x}} dx,images/img_0001057.png
\int \frac{1}{\sqrt{x^2 + 3^2}} dx,images/img_0001058.png
\int \csc^6x \cot x dx,images/img_0001059.png
\int \cos \pi x \sinh 2x dx,images/img_0001060.png
\int \cos -2x \cosh -9x dx,images/img_0001061.png
\int \sqrt{(-1)^2 - x^2} dx,images/img_0001062.png
\int \frac{x}{\sqrt{(-2)^2-x^2}} dx,images/img_0001063.png
\int \cos^2 ax dx,images/img_0001064.png
\int \sin^2 9x \cos 4x dx,images/img_0001065.png
\int e^{4x} \tanh 8x dx,images/img_0001066.png
\int \frac{x}{\sqrt{3x^2-3x+5}} dx,images/img_0001067.png
\int \frac{x}{\sqrt{ax^2+bx+4}} dx,images/img_0001068.png
\int \frac{1}{(x-7)^2} dx,images/img_0001069.png
\int x \sqrt{-2 x^2 + 3x -2} dx,images/img_0001070.png
\int \cos -9x dx,images/img_0001071.png
\int e^{-8x} \sinh -5x dx,images/img_0001072.png
\int e^{\pi x} dx,images/img_0001073.png
\int \cos 2x \sin bx dx,images/img_0001074.png
\int \ln ( x^2 + 9^2 ) {dx},images/img_0001075.png
\int \csc^2 ax dx,images/img_0001076.png
\int \frac{\ln -7x}{x} dx,images/img_0001077.png
\int \sqrt{-9x-7} dx,images/img_0001078.png
\int \frac{\ln 5x}{x} dx,images/img_0001079.png
\int x^8 \cos 1x dx,images/img_0001080.png
\int e^{ex} \cos -5x dx,images/img_0001081.png
\int \sin 4x \cosh -9x dx,images/img_0001082.png
\int \sin^n -8x dx,images/img_0001083.png
\int \frac{1}{\sqrt{x^2 + (-2)^2}} dx,images/img_0001084.png
\int \cos 3x dx,images/img_0001085.png
\int \sinh 3x dx,images/img_0001086.png
\int x \sin -5x dx,images/img_0001087.png
\int \ln \left ( 7x^2 -2x + e\right) dx,images/img_0001088.png
\int x \cos 3x dx,images/img_0001089.png
\int \cos^2 7x \sin 3x dx,images/img_0001090.png
\int \ln \left ( -8x^2 + 8x -3\right) dx,images/img_0001091.png
\int \sqrt{-4x-1} dx,images/img_0001092.png
\int x \sin^2 x dx,images/img_0001093.png
\int e^{8x} \cosh 5x dx,images/img_0001094.png
\int \frac{1}{-4x^2-1x+2} dx,images/img_0001095.png
\int \tan^2 -3x dx,images/img_0001096.png
\int \frac{1}{8^2+x^2} dx,images/img_0001097.png
\int \frac{x}{-8x^2-9x-6} dx,images/img_0001098.png
\int \tan^n 6x dx,images/img_0001099.png
\int x \sqrt{ex + 5} dx,images/img_0001100.png
\int \tan^2 \pi x dx,images/img_0001101.png
\int \tan 5x dx,images/img_0001102.png
\int \sqrt{x(-9x+2)} dx,images/img_0001103.png
\int x^2 dx,images/img_0001104.png
\int \tanh -2x dx,images/img_0001105.png
\int \sin -3x dx,images/img_0001106.png
\int \frac{1}{-1x+5} dx,images/img_0001107.png
\int \frac{1}{-5x^2-7x+3} dx,images/img_0001108.png
\int x e^{-2x^2} {dx},images/img_0001109.png
\int \frac{x}{\sqrt{x-3} } dx,images/img_0001110.png
\int \sinh -7x dx,images/img_0001111.png
\int \frac{x}{(x+a)^2} dx,images/img_0001112.png
\int x \sqrt{-2 x^2 + ex -2} dx,images/img_0001113.png
\int x^8 \cos x dx,images/img_0001114.png
\int x \ln \left ( (-1)^2 - (-6)^2 x^2 \right ) dx,images/img_0001115.png
\int x^2 \sin ex dx,images/img_0001116.png
\int \cos^2 1x \sin ex dx,images/img_0001117.png
\int \frac{1}{(x+\pi )(x+5)} dx,images/img_0001118.png
\int \sin^n -5x dx,images/img_0001119.png
\int x \sqrt{-6x -8} dx,images/img_0001120.png
\int \frac{x}{\sqrt{-3x^2+\pi x+\pi }} dx,images/img_0001121.png
\int e^{-2x} \sin -8x dx,images/img_0001122.png
\int \tan^3 -2x dx,images/img_0001123.png
\int e^{ax} \cosh -6x dx,images/img_0001124.png
\int x \sqrt{8x + 3} dx,images/img_0001125.png
\int x \cos x dx,images/img_0001126.png
\int \frac{x}{\sqrt{ex^2-1x+5}} dx,images/img_0001127.png
\int \frac{x}{4^2+x^2} dx,images/img_0001128.png
\int \csc^9x \cot x dx,images/img_0001129.png
\int \sin^2 -5x \cos^2 1x dx,images/img_0001130.png
\int e^{-2x} \cos 2x dx,images/img_0001131.png
\int \sqrt{x+7} dx,images/img_0001132.png
\int e^{3x} \sin -4x dx,images/img_0001133.png
\int \sin 5x \cosh -3x dx,images/img_0001134.png
\int \sqrt{x} e^{5x} dx,images/img_0001135.png
\int \frac{x}{\sqrt{5x^2+9x-1}} dx,images/img_0001136.png
\int x \sqrt{2x + 5} dx,images/img_0001137.png
\int \tanh 1x dx,images/img_0001138.png
\int \tanh -7x dx,images/img_0001139.png
\int \ln \left ( -8x^2 -7x + \pi \right) dx,images/img_0001140.png
\int \frac{1}{\sqrt{x^2 + (-1)^2}} dx,images/img_0001141.png
\int e^{-1x} \cos \pi x dx,images/img_0001142.png
\int x \ln (-4x -9) dx,images/img_0001143.png
\int e^{-4x} \sin 6x dx,images/img_0001144.png
\int \ln \left ( ex^2 + \pi x -7\right) dx,images/img_0001145.png
\int\sqrt{x^2 + (-6)^2} dx,images/img_0001146.png
\int \sin^2 4x \cos -2x dx,images/img_0001147.png
\int \frac{1}{\sqrt{x+ 9}} dx,images/img_0001148.png
\int \cos^2 3x dx,images/img_0001149.png
\int \frac{x}{-9x^2+\pi x-3} dx,images/img_0001150.png
\int \ln ( x^2 + (-9)^2 ) {dx},images/img_0001151.png
\int x\sqrt{x-8} dx,images/img_0001152.png
\int x^2 e^{ax} dx,images/img_0001153.png
\int \tanh -8x dx,images/img_0001154.png
\int x \sqrt{3 x^2 -4x -9} dx,images/img_0001155.png
\int \frac{x}{(-7)^2+x^2} dx,images/img_0001156.png
\int \frac{x}{5^2+x^2} dx,images/img_0001157.png
\int x \cos ex dx,images/img_0001158.png
\int x(x-6)^4 dx,images/img_0001159.png
\int \sinh -4x \cosh 2x dx,images/img_0001160.png
\int \tan^9 1x dx,images/img_0001161.png
\int x^2 \sin -5x dx,images/img_0001162.png
\int \frac{1}{(x-9)(x-5)} dx,images/img_0001163.png
\int \cos -1x \cosh ex dx,images/img_0001164.png
\int (x+5)^6 dx,images/img_0001165.png
\int \sqrt{\pi ^2 - x^2} dx,images/img_0001166.png
\int x e^{-7x} dx,images/img_0001167.png
\int \cos^2 -1x \sin 7x dx,images/img_0001168.png
\int \tan ax dx,images/img_0001169.png
\int \sec x \csc x dx,images/img_0001170.png
\int \cos^2 4x \sin \pi x dx,images/img_0001171.png
\int x e^{+4x^2} {dx},images/img_0001172.png
\int x \ln \left ( 3^2 - 5^2 x^2 \right ) dx,images/img_0001173.png
\int x \ln \left ( 4^2 - e^2 x^2 \right ) dx,images/img_0001174.png
\int\frac{1}{\sqrt{6x^2+6x+\pi }} dx,images/img_0001175.png
\int x \sqrt{3 x^2 + 7x + e} dx,images/img_0001176.png
\int \sin^2 -1x \cos^2 \pi x dx,images/img_0001177.png
\int e^{5x} \cosh 8x dx,images/img_0001178.png
\int \frac{1}{\sqrt{x^2 + 4^2}} dx,images/img_0001179.png
\int \sqrt{x(-1x+b)} dx,images/img_0001180.png
\int \sin 1x \sinh 3x dx,images/img_0001181.png
\int \frac{x}{(-2)^2+x^2} dx,images/img_0001182.png
\int \sin -9x \cosh 8x dx,images/img_0001183.png
\int x \ln (-3x + 8) dx,images/img_0001184.png
\int \tanh 5x dx,images/img_0001185.png
\int \frac{1}{(x+5)(x+5)} dx,images/img_0001186.png
\int \frac{x^3}{(-7)^2+x^2} dx,images/img_0001187.png
\int \sin^n -1x dx,images/img_0001188.png
\int x^5 \cos x dx,images/img_0001189.png
\int e^{-2x} \sinh 1x dx,images/img_0001190.png
\int \ln \left ( -1x^2 + 7x + 4\right) dx,images/img_0001191.png
\int (-3x+4)^{3/2} dx,images/img_0001192.png
\int \cos -6x \cosh -9x dx,images/img_0001193.png
\int \frac{x}{\sqrt{ex^2-3x+9}} dx,images/img_0001194.png
\int \frac{1}{\sqrt{(-6)^2 - x^2}} dx,images/img_0001195.png
\int\frac{1}{\sqrt{1x^2-6x+5}} dx,images/img_0001196.png
\int \cos -7x \cosh 7x dx,images/img_0001197.png
\int \tan^2 2x dx,images/img_0001198.png
\int \frac{1}{\sqrt{x+ 1}} dx,images/img_0001199.png
\int \sqrt{x(-8x+6)} dx,images/img_0001200.png
\int e^{-6x} \sin 5x dx,images/img_0001201.png
\int \sqrt{x^3(7x-5)} dx,images/img_0001202.png
\int e^{-9x} \cos -6x dx,images/img_0001203.png
\int\sqrt{x^2 + 6^2} dx,images/img_0001204.png
\int (-1x+4)^{3/2} dx,images/img_0001205.png
\int \cos 9x \sin -8x dx,images/img_0001206.png
\int \frac{x}{e^2+x^2} dx,images/img_0001207.png
\int \frac{x}{(x-8)^2} dx,images/img_0001208.png
\int x^8 \cos 6x dx,images/img_0001209.png
\int \tan^4 \pi x dx,images/img_0001210.png
\int \frac{1}{\sqrt{x^2 + e^2}} dx,images/img_0001211.png
\int \sqrt{-3x+\pi } dx,images/img_0001212.png
\int x^8 \cos 8x dx,images/img_0001213.png
\int \frac{1}{\sqrt{x-2}} dx,images/img_0001214.png
\int x \sqrt{4x -9} dx,images/img_0001215.png
\int \frac{x^2}{\sqrt{x^2 + (-2)^2}} dx,images/img_0001216.png
\int \sin^n -9x dx,images/img_0001217.png
\int x \sqrt{-2 x^2 + 9x -7} dx,images/img_0001218.png
\int\sqrt{x^2 + 7^2} dx,images/img_0001219.png
\int \sqrt{x(8x-9)} dx,images/img_0001220.png
\int \ln (-4x -8) dx,images/img_0001221.png
\int \frac{1}{\sqrt{x+ \pi }} dx,images/img_0001222.png
\int \ln (8x -8) dx,images/img_0001223.png
\int \frac{1}{9x+9} dx,images/img_0001224.png
\int \tanh 2x dx,images/img_0001225.png
\int x^n e^{-8x} dx,images/img_0001226.png
\int e^{-5x} \sinh -8x dx,images/img_0001227.png
\int \sin^2 3x \cos^2 8x dx,images/img_0001228.png
\int x^2 \sin \pi x dx,images/img_0001229.png
\int x \cos -1x dx,images/img_0001230.png
\int x^6 \ln x dx,images/img_0001231.png
\int \cos -6x \sin -4x dx,images/img_0001232.png
\int \frac{x}{(-8)^2+x^2} dx,images/img_0001233.png
\int\frac{1}{\sqrt{-6x^2-9x+e}} dx,images/img_0001234.png
\int e^{bx} \cos -5x dx,images/img_0001235.png
\int \ln ( x^2 + (-6)^2 ) {dx},images/img_0001236.png
\int \cos^2 -5x \sin -5x dx,images/img_0001237.png
\int x^e \sin x dx,images/img_0001238.png
\int \frac{1}{(x-2)(x+e)} dx,images/img_0001239.png
\int x^n e^{ax} dx,images/img_0001240.png
\int \sin -7x \sinh 3x dx,images/img_0001241.png
\int x \sqrt{-6x + \pi } dx,images/img_0001242.png
\int \cos -4x \sinh bx dx,images/img_0001243.png
\int x\sqrt{x-e} dx,images/img_0001244.png
\int e^{4x^2} dx,images/img_0001245.png
\int \sqrt{x(ax-3)} dx,images/img_0001246.png
\int x^2 e^{-4x^2} {dx},images/img_0001247.png
\int \frac{x^2}{8^2+x^2} dx,images/img_0001248.png
\int \ln -5x dx,images/img_0001249.png
\int x \sin 3x dx,images/img_0001250.png
\int x^7 \cos -2x dx,images/img_0001251.png
\int \frac{x}{\sqrt{-7x^2-5x+1}} dx,images/img_0001252.png
\int (1x-4)^{3/2} dx,images/img_0001253.png
\int x \sqrt{a x^2 -6x + 2} dx,images/img_0001254.png
\int \ln (-5x + 1) dx,images/img_0001255.png
\int \sqrt{\frac{x}{8-x}} dx,images/img_0001256.png
\int x^2 \cos -9x dx,images/img_0001257.png
\int \frac{x}{(-9)^2+x^2} dx,images/img_0001258.png
\int e^{9x} dx,images/img_0001259.png
\int \sec^2 -6x dx,images/img_0001260.png
\int \sqrt{x^3(3x-8)} dx,images/img_0001261.png
\int x(x+5)^4 dx,images/img_0001262.png
\int \sqrt{x(-9x-6)} dx,images/img_0001263.png
\int \sqrt{x^3(9x-1)} dx,images/img_0001264.png
\int x \ln (8x -1) dx,images/img_0001265.png
\int (x+6)^2 dx,images/img_0001266.png
\int \tan^6 -9x dx,images/img_0001267.png
\int \frac{1}{-2x^2-3x+8} dx,images/img_0001268.png
\int \frac{1}{(-9)^2+x^2} dx,images/img_0001269.png
\int \sqrt{x} e^{1x} dx,images/img_0001270.png
\int x(x-9)^2 dx,images/img_0001271.png
\int \cos 4x \cosh 6x dx,images/img_0001272.png
\int \sec^2 2x dx,images/img_0001273.png
\int x \sqrt{9x -8} dx,images/img_0001274.png
\int \sinh \pi x \cosh \pi x dx,images/img_0001275.png
\int \sin^2 -3x \cos ex dx,images/img_0001276.png
\int e^{-5x} \sin -5x dx,images/img_0001277.png
\int x^n e^{-5x} dx,images/img_0001278.png
\int \sqrt{5 x^2 + 2 x + c} dx,images/img_0001279.png
\int x(x-1)^\pi dx,images/img_0001280.png
\int x \sqrt{5 x^2 + 7x -2} dx,images/img_0001281.png
\int \frac{x}{\sqrt{ex^2+1x-6}} dx,images/img_0001282.png
\int \cos^2 \pi x \sin 8x dx,images/img_0001283.png
\int \sec^2 -7x dx,images/img_0001284.png
\int \sqrt{x^3(9x+3)} dx,images/img_0001285.png
\int \frac{x}{4x^2+ex+8} dx,images/img_0001286.png
\int \frac{1}{(x+2)(x-6)} dx,images/img_0001287.png
\int x^n e^{-1x} dx,images/img_0001288.png
\int \ln ( x^2 - 7^2 ) {dx},images/img_0001289.png
\int x \sqrt{3x -2} dx,images/img_0001290.png
\int e^{3x} \sin 3x dx,images/img_0001291.png
\int\frac{dx}{(1^2+x^2)^{3/2}},images/img_0001292.png
\int \frac{1}{\sqrt{(-7)^2 - x^2}} dx,images/img_0001293.png
\int (x+1)^5 dx,images/img_0001294.png
\int (2x-7)^{3/2} dx,images/img_0001295.png
\int \csc^ex \cot x dx,images/img_0001296.png
\int (-4x-8)^{3/2} dx,images/img_0001297.png
\int x(x-4)^4 dx,images/img_0001298.png
\int x^2 e^{-5x^2} {dx},images/img_0001299.png
\int x^2 \cos ex dx,images/img_0001300.png
\int e^{-7x^2} dx,images/img_0001301.png
\int \ln \left ( -5x^2 + 7x + 9\right) dx,images/img_0001302.png
\int \cos 4x \sin -4x dx,images/img_0001303.png
\int x(x+8)^\pi dx,images/img_0001304.png
\int \ln ( x^2 + \pi ^2 ) {dx},images/img_0001305.png
\int \sin^2 8x dx,images/img_0001306.png
\int \tan -5x dx,images/img_0001307.png
\int \ln \left ( 5x^2 + 8x + \pi \right) dx,images/img_0001308.png
\int \sin -8x \cosh \pi x dx,images/img_0001309.png
\int e^{9x} \tanh bx dx,images/img_0001310.png
\int x^e \cos -2x dx,images/img_0001311.png
\int (ax-9)^{3/2} dx,images/img_0001312.png
\int e^{-2x} \cos -4x dx,images/img_0001313.png
\int e^{2x} \tanh -8x dx,images/img_0001314.png
\int \sec^3 x {dx},images/img_0001315.png
\int \cos^2 -4x dx,images/img_0001316.png
\int (7x-6)^{3/2} dx,images/img_0001317.png
\int \cos^p 7x dx,images/img_0001318.png
\int \cos^2 5x \sin 5x dx,images/img_0001319.png
\int \sin^2 -8x \cos -1x dx,images/img_0001320.png
\int \frac{x}{-9x^2-5x-1} dx,images/img_0001321.png
\int \sqrt{\frac{x}{7+x}} dx,images/img_0001322.png
\int \tanh -1x dx,images/img_0001323.png
\int \ln 2x dx,images/img_0001324.png
\int (x+a)^8 dx,images/img_0001325.png
\int \frac{1}{3^2+x^2} dx,images/img_0001326.png
\int x^7 \cos 9x dx,images/img_0001327.png
\int \sqrt{x} e^{-8x} dx,images/img_0001328.png
\int \sin^2 5x \cos^2 5x dx,images/img_0001329.png
\int \sqrt{x^3(-4x-2)} dx,images/img_0001330.png
\int \cos^2 -6x dx,images/img_0001331.png
\int \frac{x}{\sqrt{3x^2+2x-6}} dx,images/img_0001332.png
\int x^3 \ln x dx,images/img_0001333.png
\int \cos 3x \cosh 4x dx,images/img_0001334.png
\int \ln \left ( -4x^2 + bx -4\right) dx,images/img_0001335.png
\int \sqrt{\frac{x}{-1-x}} dx,images/img_0001336.png
\int x e^{+5x^2} {dx},images/img_0001337.png
\int \cos 8x \sinh -4x dx,images/img_0001338.png
\int \sin ax dx,images/img_0001339.png
\int \frac{1}{(x+3)(x-8)} dx,images/img_0001340.png
\int x \sqrt{5 x^2 -3x + 5} dx,images/img_0001341.png
\int \frac{1}{3x^2+5x+\pi } dx,images/img_0001342.png
\int \cos 4x \sin -9x dx,images/img_0001343.png
\int e^{3x} \tanh 5x dx,images/img_0001344.png
\int \ln ( x^2 - 8^2 ) {dx},images/img_0001345.png
\int \frac{1}{\sqrt{x^2 + (-9)^2}} dx,images/img_0001346.png
\int \cos^2 -5x \sin 1x dx,images/img_0001347.png
\int \sqrt{x(8x+4)} dx,images/img_0001348.png
\int \tan 6x dx,images/img_0001349.png
\int \sqrt{x} e^{-7x} dx,images/img_0001350.png
\int x \sqrt{x^2 + (-5)^2} dx,images/img_0001351.png
\int x \sqrt{9 x^2 + 7x -3} dx,images/img_0001352.png
\int x \ln \left ( (-2)^2 - 9^2 x^2 \right ) dx,images/img_0001353.png
\int x\sqrt{x-7} dx,images/img_0001354.png
\int \sqrt{x(8x+8)} dx,images/img_0001355.png
\int \frac{x}{\sqrt{(-9)^2-x^2}} dx,images/img_0001356.png
\int \cos 1x \cosh -3x dx,images/img_0001357.png
\int e^{2x^2} dx,images/img_0001358.png
\int \sec^2 \pi x dx,images/img_0001359.png
\int \frac{1}{(x-4)(x+3)} dx,images/img_0001360.png
\int \sin^2 x \cos x dx,images/img_0001361.png
\int x^3 \cos ax dx,images/img_0001362.png
\int \sqrt{x^3(1x-2)} dx,images/img_0001363.png
\int \csc^2 -7x dx,images/img_0001364.png
\int \frac{1}{\sqrt{x+ 3}} dx,images/img_0001365.png
\int \frac{x}{\pi x^2-9x-7} dx,images/img_0001366.png
\int x \sqrt{-7 x^2 -2x + 9} dx,images/img_0001367.png
\int \tan^3 -9x dx,images/img_0001368.png
\int \frac{x}{-6x^2-6x-4} dx,images/img_0001369.png
\int x^2 e^{-6x^2} {dx},images/img_0001370.png
\int \cos^2 8x dx,images/img_0001371.png
\int \sin^2 8x \cos -6x dx,images/img_0001372.png
\int \frac{x^2}{6^2+x^2} dx,images/img_0001373.png
\int x \sqrt{2 x^2 + 1x -2} dx,images/img_0001374.png
\int e^{-5x} \sin 7x dx,images/img_0001375.png
\int \sec^2 4x dx,images/img_0001376.png
\int \frac{x}{\sqrt{6x^2+6x-5}} dx,images/img_0001377.png
\int \sinh 7x \cosh 2x dx,images/img_0001378.png
\int \sin^2 8x \cos^2 -7x dx,images/img_0001379.png
\int \cos -9x \cosh ex dx,images/img_0001380.png
\int \frac{x}{\sqrt{3x^2+7x+5}} dx,images/img_0001381.png
\int e^{7x^2} dx,images/img_0001382.png
\int \sinh ex \cosh ex dx,images/img_0001383.png
\int e^{-ax^2} dx,images/img_0001384.png
\int \frac{1}{(x+2)(x-5)} dx,images/img_0001385.png
\int \cos -3x \sinh bx dx,images/img_0001386.png
\int x \ln (7x + 1) dx,images/img_0001387.png
\int \frac{1}{ax-2} dx,images/img_0001388.png
\int \cos -1x \sin -1x dx,images/img_0001389.png
\int \frac{x}{\sqrt{ex^2+1x+7}} dx,images/img_0001390.png
\int e^{-8x^2} dx,images/img_0001391.png
\int \frac{x}{-9x^2-6x+2} dx,images/img_0001392.png
\int \ln \left ( 4x^2 + 3x + 7\right) dx,images/img_0001393.png
\int x \sqrt{9x + 8} dx,images/img_0001394.png
\int \frac{x}{\sqrt{x-9} } dx,images/img_0001395.png
\int e^{7x} \sin 9x dx,images/img_0001396.png
\int x(x+2)^3 dx,images/img_0001397.png
\int \sin -7x dx,images/img_0001398.png
\int \frac{x^2}{\sqrt{x^2 + (-7)^2}} dx,images/img_0001399.png
\int \sqrt{x(7x+b)} dx,images/img_0001400.png
\int \sqrt{\pi x-1} dx,images/img_0001401.png
\int e^{6x} \cos -8x dx,images/img_0001402.png
\int \sinh 7x dx,images/img_0001403.png
\int \sqrt{1 x^2 -7 x + 1} dx,images/img_0001404.png
\int \sin^3 -2x dx,images/img_0001405.png
\int \frac{x}{(-4)^2+x^2} dx,images/img_0001406.png
\int \cos^2 -2x \sin -3x dx,images/img_0001407.png
\int \sin^2 -2x \cos 7x dx,images/img_0001408.png
\int \cosh 3x dx,images/img_0001409.png
\int \ln \left ( -2x^2 + 1x + 5\right) dx,images/img_0001410.png
\int x \ln \left ( (-8)^2 - 5^2 x^2 \right ) dx,images/img_0001411.png
\int x \ln (-4x -4) dx,images/img_0001412.png
\int \sqrt{x+3} dx,images/img_0001413.png
\int \sin 8x \cosh 8x dx,images/img_0001414.png
\int \cos^2 -6x \sin 3x dx,images/img_0001415.png
\int\frac{1}{\sqrt{-7x^2-6x+9}} dx,images/img_0001416.png
\int \sin^n -4x dx,images/img_0001417.png
\int \sin^2 -1x \cos^2 -1x dx,images/img_0001418.png
\int \frac{1}{(x+1)(x-2)} dx,images/img_0001419.png
\int \frac{x}{-5x^2-3x-3} dx,images/img_0001420.png
\int e^{-2x} \sin 3x dx,images/img_0001421.png
\int e^{-3x} \cos -7x dx,images/img_0001422.png
\int \frac{1}{8x+4} dx,images/img_0001423.png
\int \sin 9x \cosh -6x dx,images/img_0001424.png
\int \sinh 9x \cosh 9x dx,images/img_0001425.png
\int \cos 8x \cosh 5x dx,images/img_0001426.png
\int \sqrt{-6x+9} dx,images/img_0001427.png
\int x\sqrt{x+1} dx,images/img_0001428.png
\int x^2 \sin 1x dx,images/img_0001429.png
